naslov,autor,kategorija,izdavac,godina_izdanja,broj_strana,povez,format,opis,cena
DIKTIRANE PJESME,Redžep Nurović,POEZIJA,KREATIVNA RADIONICA BALKAN,2020,120,Tvrd,12x20,"Nurović je blizak simbolističkoj poetici i po nastojanju da pjesmu gradi kao jedinstvenu cjelinu smisla i zvuka, i po povlašćivanju tematskih u odnosu na formalne aspekte pjesme. Tome pomaže i – namjerna ili slučajna, svejedno – svedenost njegovih tema: nestanak vida, vjera, prijatelji, kolege, poezija, žena, ljubav, sjećanja, boje…",495.0
TRILOGIJA SRCA,Tamara Simeonović,DOMAĆI ROMAN,NOVA POETIKA,2020,258,Broš,14.5x20.5,"Ako vam se ikada desilo da pomislite kako su sve ljubavne priče ispričane ili da su teme zabranjenih veza „bitangi i princeza“ pomalo kliše, promenićete mišljenje kada pročitate najnoviji, četvrti roman Tamare Simeonović Trilogija srca. Uz njega ćete oduvati prašinu sa svoje duše i zaroniti u svet hrabrih i beskompromisnih mladih momaka sa vrelog beogradskog asfalta i devojaka koje kroz život idu uzdignute glave smelo se boreći za ljubav onih koji su u njima probudili najzanosniju spoznaju žene.",792.0
NIŠTA NIJE NIČIJE,Bojan Savić Ostojić,DOMAĆI ROMAN,KONTRAST,2020,234,Broš,14.5x20.5,"Kabinet kurioziteta Bojana Savića Ostojića nam predstavlja „nečujni režim“ postojanja sveta u kome se istorija uči na buvljacima, a pijaca je njegova najstarija institucija. Pripovedač ovog romana istovremeno je neumorni hodač, strasni kolekcionar polovnih knjiga, uporni detektiv koji prati tragove propadanja svih Jugoslavija, ostavljeni ljubavnik i iznevereni prijatelj. U njegovom pijačnom cegeru nalaze se, kao posebne dragocenosti, dnevnici, spomenari, ceduljice i beleške, crteži i spiskovi želja anonimnih autora. Ovi artefakti, napisani naivno ali ubojito neposredno, rekonstruišu delikatnu priču o samoći i ljubavnom čekanju. Pročitajte je što pre, ne čekajući da knjiga počne svoj nevidljivi život na tezgama brojnih beogradskih buvljaka.",899.0
EVO ČOVEKA,protođakon dr Ljubomir Ranković,"DOMAĆE BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",NOVOSTI I GLAS CRKVE,2020,203,Broš,14.5x20.5,"Knjiga o Patrijarhu Pavlu, Evo čoveka,  iz pera vrsnog intelektualca, duhovnika, filozofa i erudite, protodjakona Ljubomira Rankovića, donosi savremenu biografiju o životnom putu najvoljenijeg srpskog patrijarha. Autor ovog modernog životopisa imao je sreću i priliku da duhovno raste u neretkim susretima sa patrijarhom. Taj njegov uticaj na sebe, na monahe, na verujući narod, ispisuje stranice koje se čitaju kao najlepša biografska literatura o čoveku koga smo voleli i koji je i danas najčešće s ljubavlju pominjano ime duhovnika.",599.0
"SKAČI, BARTE!",Suzana Tamaro,ROMANI I PRIČE ZA DECU OD 10 DO 12 GODINA,ODISEJA,2020,210,Broš,14.5x20.5,"Bartovi roditelji misle da što više imena imaš, to si važniji. Zato su ga nazvali Bartolomeo Leonardo Atari Komodore. Misle i da to što često nisu kod kuće mogu nadoknaditi najmodernijom tehnologijom koja prati svaki njegov korak. Ubeđeni su da je Bart nadaren za sve, zbog čega su mu dani ispunjeni kursevima, treninzima i časovima. Iako nema ni trenutak slobodnog vremena, Bart je ipak veoma usamljen. A kada njegov jedini prijatelj, plišani meda Kapok, završi u đubretu, Bart će se prvi put odvažiti na nestašluk i pokušaće da ga nađe. Umesto njega nabasaće na veoma čudno stvorenje za koje će se, posle temeljnog kupanja i malo klopice, ispostaviti da je veoma brbljiva kokoška Zoja. Zbog nereda koji Zoja napravi u stanu Bart će se naći u nevolji do guše. Jedini način da pobegne je skok u odavno zaboravljeni predmet – knjigu koja će ih odvesti u magični svet ispunjen avanturama. Bartov i Zojin zadatak nije nimalo lak – moraće da spasu ljudske snove od Programera koji želi da pomoću tehnologije zavlada svetom.Skači, Barte! je uzbudljiva priča koja na svakoj stranici nudi skok u novu avanturu: Bart i Zoja će posetiti ljupku porodicu zečeva, upoznaće mudrog učitelja Lua, posetiće užareni vulkan u kojem caruje strašni zmaj i naučiće da se ljubav i prijateljstvo ne mogu zameniti pametnim uređajima i bleštavim ekranima.",623.0
BAJKOVITA ČUDOVIŠTA DRAKULA ALISA SUPERMEN I DRUGI KNJIŽEVNI PRIJATELJI,Alberto Mangel,PRIPOVETKE,GEOPOETIKA,2020,216,Broš,13x20,"Ako ste voleli Biblioteku noću i Pakujem svoju biblioteku, voleće te i Bajkovita čudovišta, knjigu koja na veoma originalan način prikazuje kako književni junaci mogu da preinače knjige u vodiče naših života. Napisana rukom jednog od najvažnijih svetskih knjigoljubaca. Alberto Mangel šarmantno i eruditski preispituje kako književni likovi žive zajedno sa nama od detinjstva nadalje. Kroz godine, oni menjaju svoje identitete i izlaze iz svojih priča da nas poduče kompleksnosti ljubavi, gubitka, i sveta samog… Deleći s nama njegove jedinstvene čitalačke moći, Mangel nas podstiče da ustanovimo svoje sopstvene književne odnose.                                                                                             „Zabavno, razuzdano putovanje kroz Svet čuda jednog od naših najnezasitijih i najvećih čitalaca.“",1188.0
ZABAVNA MATEMATIKA Škola za čarobnjake,grupa autora,UZRAST OD 10 DO 12 GODINA,VULKAN IZDAVAŠTVO,2020,64,Broš,21.5x30,"Učenje matemtike kroz igru ne samo da je moguće već je i neophodno, čak i u ranom uzrastu. Edicija „Zabavna matematika"" nudi upravo to: mnoštvo aktivnosti i mogućnosti da se svetu brojeva pristupi na zanimljiv i podsticajan način, kojim se ujedno razvija ljubav prema matematici.",849.0
ZABAVNA MATEMATIKA Postanite čudovišni genije u matematici,grupa autora,UZRAST OD 7 DO 9 GODINA,VULKAN IZDAVAŠTVO,2020,56,Broš,21.5x30,"Učenje matemtike kroz igru ne samo da je moguće već je i neophodno, čak i u ranom uzrastu. Edicija „Zabavna matematika"" nudi upravo to: mnoštvo aktivnosti i mogućnosti da se svetu brojeva pristupi na zanimljiv i podsticajan način, kojim se ujedno razvija ljubav prema matematici.",849.0
ČOVEK KOJI JE VOLEO PSE,Leonardo Padura,ROMAN,LAGUNA,2020,632,Broš,13x20,"Svrstana u istorijsku fikciju, priča o ubistvu Lava Trockog u Meksiku 1940. u prvom je planu, ali kubanskom piscu Leonardu Paduri gotovo služi samo kao izgovor. Kroz razuđenu epsku sliku najvažnijih događanja u svetu u prve četiri decenije XX veka — čiji odjeci u romanu živo pulsiraju gotovo do kraja veka — u širokom geografskom rasponu od današnjeg Kazahstana, preko Turske, nekoliko evropskih zemalja, pa do prekookeanskih Sjedinjenih Država, Meksika i Kube, pratimo životopis jednog revolucionara i njegovog ubice, dva lika zadojena istim idealima, ali potpuno suprotno ostvarivanim. Između njih i sa njima, na različite načine, nalazi se pripovedač, Kubanac. Ispod površine priče pisac nas u barokno raskošnom okviru uvlači u sliku ljudskosti u njenom osnovnom značenju, sirovom i surovom, a opet bogato fasetiranom poput dragocenog dijamanta. Jer u njemu srećemo sve odnose koji nas dotiču i koje i sami un životu doživljavamo i proživljavamo: ljubav i mržnju, brak i roditeljstvo, politiku i ideologiju, fanatizam i bolest tela i uma. Kad nas roman toliko duboko uvuče u svoje tokove da se poistovetimo s njegovim likovima i situacijama, onda on, kao i svako vredno umetničko delo, ostavlja trajan trag u duši što svakako jeste odlika prave umetnosti. Remek-delo XXI veka.",1529.0
LJUBAVNA PESMA,Srđan Srdić,DOMAĆI ROMAN,PARTIZANSKA KNJIGA,2020,286,Broš,14.5x20.5,"U kontekstu celine književnog opusa Srđana Srdića, roman Ljubavna pesma izdvaja se ne samo osvajanjem tematski svežeg terena, već i novim vrhuncem primenjenog jezičkog kreativnog umeća, kojim je proza našeg autora i dosad obilovala. Ovom knjigom Srdić se potvrđuje kao pisac koji se i dalje uspešno razvija, menja, napreduje i iznenađuje čitaoce, bez obzira na to što je još odavno zauzeo mesto u samom vrhu naše savremene proze.",1188.0
ŠUNKININ PORTRET,Đuničiro Tanizaki,ROMAN,ŠTRIK,2020,101,Broš,14.5x20.5,"Osaka, 19. vek. Spora lepota trešanja u cvatu, čudesna muzika kotoa i šamisena i intimni život dobro skriven iza papirnih pregrada, i dalje opstaju u zahuktaloj eri Meiđi. To je svet u kojem Šunkin Mozuja, po svemu izuzetna devojčica iz bogate porodice, nesvakidašnje nadarena za  muziku, upoznaje Sasukea, sina malog trgovca koji, već prema tradiciji, dolazi da se uči zanatu kod Mozuja. Ali nakon što Šunkin zadesi velika nesreća, Sasuke postaje njen sluga i učenik za ceo život. I tako počinje ljubavna priča između dva bića iz nespojivih svetova, protkana strašću, lepotom, surovošću, odanošću, čudnim pasijama i mračnim strastima.",712.0
MALA KNJIGA O SEKSU,Leksi Saton,UM TELO I DUH,MIBA BOOKS,2020,128,Tvrd,13x20,"Ko ne želi da mu seksualni život bude žestok i strastan, zanimljiv i ispunjavajući? Ako to ne želite, nemojte dalje da čitate. Ali ako želite da saznate tajne uzbudljivog seksa i načina da ostavite najbolji utisak na svoje ljubavnike/ljubavnice, potrebna vam je ova knjižica. Knjižica seksualnih saveta će svojim predlozima od kojih kolena drhte i krevet se trese garantovano pomoći da svi budete zadovoljni od glave do pete u spavaćoj sobi i oko nje.",693.0
KAPALI ČARŠIJA,Fuat Sevimaj,ROMAN,AGORA,2020,209,Tvrd,14.5x20.5,"Pred čitaocima je uzbudljiva pripovest o očaravajućoj Kapali čaršiji, jednoj od najznačajnijih lokacija u Istanbulu, a ujedno i najstarijih tržnih centara na svetu, koja je postala mesto ukrštaja tradicija, kultura i naroda sa sve četiri strane sveta još od sredine 15-og veka... Ali ovo nije priča samo o jednoj tački na mapi nekadašnjeg Osmanlijskog carsta ili pak savremenog Istanbula... Ovo je priča o tome kako su Kapali čaršiji udahnuli dušu – ljudi i njihove priče, jezik, mit i istorija, ljubav i prijateljstvo, tradicija koja se poput nezagasitog plamena prenosila generacijama unazad i sve ono što su najviši dometi ljudskog duha donosili na ove prostore.",1188.0
SAVLADAJ SEBE,Miguel Ruis Mlađi,UM TELO I DUH,VULKAN IZDAVAŠTVO,2020,192,Broš,13.5x18.5,"Kad god osetite navalu gneva, frustracije, krivice, stida ili bilo koje druge negativne emocije, to je nagoveštaj da pogledate u sebe i proverite šta se zbiva. Da biste spoznali moć opraštanja i sposobnost preobražaja u korist drugoga, ali sve dok ta promena ne narušava vašu istinu, morate u intereakciju sa ljudima uneti duh bezuslovne ljubavi. Promena oblika može katkad biti prava umetnost. Pored toga, morate biti u stanju da sebi postavite ciljeve koji su u kladu sa onim što zaista želite, ali i voleti sebe tokom čitavog rada na njihovom ostvarivanju. Na kraju, vi i sami znate da ste već savršeni i potpuni, i više nego dovoljni sebi i drugima, i da ćete u svakom trenutku dobijati ono što vam je potrebno",764.0
NAPLAVINE,Karen Gilis,ROMAN,KONTRAST,2020,309,Broš,14.5x20.5,"Karen Gilis vešto ispisuje svoje junake i sve bure i nevere koje ih nemilosrdno šibaju. Nema sumnje da će roman  Nošeno talasima čitaoce potaknuti na razmišljanje o ljubavi, vernosti, oprostu, utehi, ali ponajpre nadi.",899.0
ANIKA,Nora Roberts,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2020,288,Broš,14.5x20.5,"Tri para. Drevna misterija. Moć bezvremene ljubavi. Nakon uspešne portage za zvezdama u Grčkoj, šestorka koja je ujedinila moći sada je u Italiji. Dok ulozi u opasnoj igri postaju sve veći, prelepa Anika i hrabri Sojer pronaći će još nešto.",934.0
PHONEUTRIA,Ivan Todorović,DOMAĆI ROMAN,NOVA POETIKA,2020,388,Broš,14.5x20.5,"U ovom delu koje u sebi nosi elemente društvenog, psihološkog, ljubavnog, obimnog i veoma brzo-čitljivog, ali nadasve triler-romana, radnja će vas nositi kao na nekom velikom rolerkosteru, čas u ludoj, čas potresnoj, čas jezivoj vožnji, čas će vas ostavljati u suzama, čas u strepnjama i nadanjima, ali sa mnogo uzbuđenja, iščekivanja, neizvesnosti i fascinantnih obrta koji pojedina zbivanja čine nezaboravnim.",990.0
MOG DEDU JE ŽIVOT OSEDEO DAVNO,Veroslav Rančić,ROMANI I PRIČE ZA DECU OD 10 DO 12 GODINA,VULKAN IZDAVAŠTVO,2020,208,Broš,13x20,"Najsrećnije dane detinjstva dečak Lane proveo je u selu Breza – za njega nema veće ljubavi i požrtvovanosti od deda Ivanove, odanijeg prijatelja od psa Dobrivoja, niti lepšeg  zvuka od vodeničnog točka. Tu će se razviti i njegov pesnički talenat i iznedriti prvi stihovi. Međutim, život ume da bude nepredvidiv… Lane se seli u veliki grad, gde nailazi na stege gradske vreve i nedaće urbanog života. Da li će hrabrost i upornost pomoći Lanetu da pronađe svoje mesto pod suncem, uprkos sredini koja ga često ne razume?",679.0
KARMILA,Šeridan Le Fanu,HOROR,OTVORENA KNJIGA,2020,137,Tvrd,14.5x20.5,"Karmila je gotsko kultno delo  objavljeno 1872.godine. Jedna je od prvih priča o vampirima i kao takva inspiracija mnogim autorima horor žanra. Koliko godina je potrebno pre nego što se zlo zauvek uništi? Koliko je vremena potrebno pre nego što se i posumnja da se zlo nastavilo u vašem domu? Naizgled neobičan splet okolnosti dovešće život mlade dame Laure na samu ivicu tihe i neprimetne smrti, a događaji koji će se odigrati navešće je da mnogo godina kasnije ispripoveda svoju neobičnu priču, priču koja je mnogo starija od nje i koja se vekovima tajila. Čitajući roman Karmila čitaoci će se susresti sa postupcima počinjenim iz ljubavne strasti čiji će se odjek protezati kroz vreme, sa neobičnim snovima i noćnim morama junakinje, ali i sa otmenim balovima na kojima dobija svoj najprivlačniji i najzovodljiviji oblik.",712.0
ŽELIM TE ZAUVEK,Džastin A.Rejnolds,TINEJDŽ I YA ROMAN,PUBLIK PRAKTIKUM,2020,334,Broš,14.5x20.5,"Ljubav znači da znamo da postoji ono loše, ali svesno biramo da cenimo ono dobro.",809.0
ZOV DIVLJINE Klasici svetske književnosti za decu,Džek London,LEKTIRA,VULKAN IZDAVAŠTVO,2020,160,Broš,13x20,"U Zovu divljine, klasiku američke književnosti, pripoveda se o sudbini neobičnog glavnog junaka – psa Baka, koji, sticajem nesrećnih okolnosti, biva ukraden i od kućnog ljubimca postaje pas za vuču sanki. Premešten iz svoje uobičajene sredine, u kojoj je bio okružen ljubavlju i toplinom doma, Bak se suočava sa surovošću prirode, ljudi i drugih pasa, te je primoran da se prilagodi novim okolnostima, ne bi li",509.0
MASKARA,Antić Milica,DOMAĆI ROMAN,AGNOSTA,2020,369,Broš,14.5x20.5,"Maskara predstavlja toplu priču o ljubavi muškarca i žene odraslih u različitim svetovima koji su jedno drugom pružili utehu i snagu u borbi sa konzervativnim poimanjem sredine, ratom i sopstvenim stegama i strahovima. Upoznaje čitaoce sa Alžirom, mozaičnom zemljom kontrasta, melodičnosti arapskog jezika i lepotom istočnjačke tradicije koja je na severnoafričkom tlu poprimila uticaje berberske i andaluzijske kulture. Istovremeno budi maštu i kroz reči rasplinjuje miris mediterana, soli, vrelog peska, Magreba, Afrike i orijenta.",792.0
TRI ZNAKA KRUGA,Saša Karalić,DOMAĆI ROMAN,GEOPOETIKA,2020,206,Broš,13x20,"Knjiga u znaku broja tri. Reč je o tri priče, od kojih su dve smeštene u doba Drugog svetskog rata i jedna u sadašnje vreme: potpuno različite sudbine dvojice ljudi u nemačkom zarobljeništvu, zemljoradnika na radu na nemačkoj farmi okruženog ljubavlju, i intelektualca komuniste u zloglasnom koncentracionom logoru Dahau. Spaja ih rodbinska krv, ali na samo pedesetak kilometara razdaljine – sasvim drugačiji životi. Tri četvrtine veka kasnije, njihov unuk je na istom mestu, u gradu Minhenu, ali on ne dolazi sa Istoka (Bosna), kao oni, već sa Zapada (Holandija). Izvorno, sva trojica poreklom stižu iz severozapadne Bosne.",935.0
TO JE LJUBAV SLEPA SILA,Ljiljana Habjanović Đurović,DOMAĆI ROMAN,GLOBOSINO,2020,620,Broš,13x20,"To je ljubav, slepa sila je istinita i potresna priča o tri izuzetne žene i jednom muškarcu koji se umešao u njihove živote i promenio ih za uvek. On je bio mlad knez Danilo, silnik koji je smatrao da može i sme sve što hoće, a one jedna učena i otmena gospođica, Srpkinja iz Trsta, jedna snažna i čestita Crnogorka, koju je još u detinjstvu među drugima izdvojio sam Sveti Petar Cetinjski, i jedna čudesno lepa i veoma neobična devojka, poznata kao „Brđanska Vila“.",1089.0
NE BRINI ZA SUTRA TikTok Hit,Emili Henri,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2020,304,Broš,14.5x20.5,"Ogastus Everet ima ugled ozbiljnog pisca, Dženjuari Endruz je autorka ljubavnih bestselera. Dok kod nje svi žive srećno do kraja života, on uglavnom pobije sve svoje likove.",934.0
OŽILJAK,Sara Mesa,ROMAN,CLIO,2020,208,Tvrd,13x20,"Ožiljak je neobična i uznemirujuća priča o neuzvraćenoj ljubavi; priča o dva vrlo različita bića, koja se u ludoj, beskontaktnoj savremenosti, sasvim dobro upotpunjuju.",891.0
LED 3,Jacek Dukaj,ROMAN,KONTRAST,2020,422,Broš,14.5x20.5,"Pred čitaocima je na mnogo načina ushićujući završetak Leda, jednog od najpromišljenije i najbogatije izgrađenih svetova književne fantastike, koji nadilazi okvire žanra i o kojem bi se pre moglo govoriti kao o svetu antropološkog romana. Ukrštaj suverenosti znanja iz oblasti prirodnih nauka, dubine humanističke perspektive i razvijene, kontrolisane pripovedačke veštine trijumfuje u suludoj sibirijadi, opasnim oružanim sukobima i ljubavnom susretu doslovnom većem od života.",1259.0
GAZDA MLADEN,Borisav Stanković,DOMAĆI KLASICI,VULKAN IZDAVAŠTVO,2020,176,Tvrd,14.5x20.5,"Roman Gazda Mladen svaki čitalac nosiće zauvek duboko u sebi, jer je na njegovim stranicama napisana priča o sudbini čoveka koji je živeo gledajući u juče i sutra, osluškujući tuđe želje umesto svojih i bijući bitke za sve druge osim za sebe. Tako je proćerdao svoj vek žedan slobode i gladan ljubavi.",679.0
"DUBOKA, LJUBAV, NIKO",An Jaderlund,POEZIJA,ŠTRIK,2020,185,Broš,12x21,"„Poezija An Jederlund kao da hoće rastvoriti stvarnost na njene osnovne elemente. Na činjenice, prašinu, sjećanja, na prve jedva upamćene utiske, na nejasan osjećaj prapočetka, ljubav, majčinstvo čitavo mnoštvo rasutih impulsa koji kroz knjigu poprimaju nevjerovatnu snagu i dinamiku.“",534.0
LOLA DEVOJKA OD MERMERA,Vasilije Domazet,DOMAĆI ROMAN,SKRIPTA,2020,120,Broš,14.5x21,"Na tragu legendarnog filma Želimira Žilnika „Marble ass“, čiji su junaci bili poznati beogradski transvestiti, roman Lola, devojka od mermera, tretira problematiku transrodnosti na specifičan način, kroz ljubavnu priču Adama, sredovečnog inžinjera i Lole, trans devojke sa beogradskog asfalta.",495.0
BOG U POTRAZI ZA ČOVEKOM,Simona Bejl,FILOZOFIJA,SLUŽBENI GLASNIK,2020,300,Broš,14.5x21,"„Ako je poredak sveta mudar poredak, u njemu ponekad mora biti trenutaka u kojima je sa stanovišta zemaljskog razuma jedino ludilo ljubavi razumno. Ti trenuci ne mogu biti drugi nego oni u kojima je, kao ovo danas, čovečanstvo poludelo, zato što mu nedostaje ljubavi.“",990.0
VASPITAVANJE RODITELJA V deo,Sergej Nikolajevič Lazarev,"ASERTIVNOST, MOTIVACIJA I SAMOPOŠTOVANJE",ARUNA,2010,216,Broš,13x21,"Svaki čovek želi da bude srećan. U našoj podsvesti, u dubini duše, pojam sreće je neraskidivo povezan s ljubavlju. Ljubav se ispoljava kao briga, saosećanje, žrtvovanje, vaspitavanje drugih, pomoć. Jednom rečju, ljubav je davanje duševne, duhovne i fizičke energije.",1188.0
DIJALOG SA ČITAOCIMA knjiga 8.,Sergej Nikolajevič Lazarev,UM TELO I DUH,ARUNA,2019,184,Broš,13x21,"Svet je predivan. Predivan je u svakoj svojoj manifestaciji, predivan je po svojoj suštini jer je Božja tvorevina. I budući da svaka situacija vodi ka ljubavi i Bogu, ni u jednoj situaciji nemamo pravo da se odričemo ljubavi, osmeha, radosti i optimizma.",1188.0
SVI MOJI LJUBIMCI,Madlena Zepter,KUĆNI LJUBIMCI,ZEPTER BOOK WORLD,2020,191,Tvrd,29x29,"Ljubav prema životinjama pitanje je porodične, građanske tradicije koja vekovima, uprkos ratovima, pogromima, promenama režima, prisilnim ili dobrovoljnim selidbama...svedoči o neugasloj težnji gradskog čoveka da održi one neophodne, lekovite spone koje ga, i u urbanoj džungli od betona i stakla, povezuje sa prirodom.",1980.0
NEVESTA PLANTAŽERA ČAJA,Dženet Maklaud Troter,LJUBAVNI ROMAN,LAGUNA,2020,400,Broš,13x20,Saga o ljubavi mlade žene u Indiji dvadesetih godina prošlog veka.,899.0
KORACI KA SPASENJU knjiga 6.,Sergej Nikolajevič Lazarev,RELIGIJA I TEOLOGIJA,ARUNA,2014,248,Broš,13x21,"Prethodne knjige iz ove edicije bile su posvećene problemu prevazilaženja zavisnosti od materijalnih i duhovnih vrednosti. Ispostavilo se da postoji još jedna vrednost: vrednost duše. Na primer, idealizacija voljene osobe dovodi do zavisnosti od duše, duha i tela. Posredstvom te vezanosti dolazi i do vezanosti za sve druge zemaljske vrednosti. Stoga, voljenu osobu ne treba da posmatramo kao izvor sreće, već kao pomoćnika u stremljenju ka Bogu i uvećanju božanske ljubavi. Što više zavisimo od voljene osobe time prema njoj imamo više zamerki. Dakle, što smo više u stanju da oprostimo voljenoj osobi, da joj ne zameramo, da sačuvamo ljubav prema Bogu, kao i da ne tražimo krivce kada nam je unižena zemaljska ljubav, toliko ćemo se brže popeti stepenicama koje vode ka božanskoj ljubavi.",1188.0
KAKO SE NA SRPSKOM KAŽE SREĆA,Hadži Aleksandar Djurović,POEZIJA,GLOBOSINO,2020,406,Tvrd,11x11,"Nakon poetskih bestselera ""Kako se na srpskom kaže ljubav"" i ""Kako se na srpskom kaže tuga"" autor zaključuje trilogiju sa novom zbirkom kratke ljubavne poezije ""Kako se na srpskom kaže sreća"". Čitaoci će se, kao i u prethodne dve knjige, sigurno pronaći barem u jednoj od 400 pesama koje su pesnikove asocijacije na sreću.",693.0
ČAS KADA SE BUDIMO ZAJEDNO,Kirmen Uribe,ROMAN,ARETE,2020,307,Broš,14.5x20.5,"Ratna, istorijska i ljubavna tematika besprekorno se prožimaju u ovom romanu ispripovedanom visokim književnim stilom.",792.0
TRI ŽENE,Lisa Tadeo,ROMAN,BOOKA,2020,334,Broš,14.5x20.5,"U predgrađu Indijane upoznajemo Linu, domaćicu i majku dvoje dece, iz čijeg je desetogodišnjeg braka strasti nestalo, ako je ikada i bilo. Gladna ljubavi, Lina se svakodnevno bori s napadima panike i, nakon što se preko društvenih mreža poveže sa starom simpatijom, upušta se u avanturu kojoj se grozničavo prepušta.U Severnoj Dakoti upoznajemo Megi, sedamnaestogodišnju učenicu, koja je navodno imala tajnu vezu s lepim, oženjenim nastavnikom engleskog; sudski proces koji godinama kasnije proistekne iz toga okrenuće njihovu mirnu zajednicu naglavce.",1079.0
LJEPŠI KRAJ,Bekim Sejranović,DOMAĆI ROMAN,BOOKA,2020,255,Broš,14.5x20.5,"Junak Ljepšeg kraja povukao se u dedinu kolibu na jednoj bosanskoj planini. U njoj pokušava da se oporavi nakon dramatičnog kraha ljubavne priče s Norvežankom koja je uvijek bila slaba na muškarce s prostora bivše Jugoslavije, i zbog toga plaćala popriličnu cenu. Dok se priseća bivšeg života, pokušavajući da razume šta se zapravo dogodilo, počinje nova priča, u planini pokrivenoj snegom, dok pokraj njegove brvnare prolaze samo vehabije koje su smeštene u obližnjem napuštenom selu. U njenom je središtu ponovo žena, a naše junake put opet vodi u Oslo.",891.0
DELA LJUBAVI,Serin Kirkegor,FILOZOFIJA,SLUŽBENI GLASNIK,2020,460,Broš,14.5x20.5,"Jedan od najvažnijih i poslednjih Kirkegorovih radova, prvi put na srpskom jeziku, predstavlja duboko ispitivanje ljudskog srca u kojem „otac egzistencijalizma“ uvodi čitaoca u najskrovitije tajne ljubavi. Ona je za njega središnji aspekt čovekovog postojanja i kao takva ga spasava iz izolacije i povezuje sa drugima.",1188.0
ADASA Jedna noć sa carem,Tomi Teni i Mark Endru Olsen,ROMAN,PREPOROD,2019,395,Broš,14.5x20.5,"Ova drama koja sve vreme drži čitaočevu pažnju opisuje jednostavnu devojku odabranu među mnogim drugim kvalifikovanim kandidatkinjama da postane Jestira, persijska carica. Nije slučajno što Jestira zadobija Kserksovu ljubav i uspeva da spase svoj narod svesno žrtvujući život.",693.0
"CRNI KOS, A PO POLJU BOŽURI",Borislav Čičovački,DOMAĆI ROMAN,AKADEMSKA KNJIGA,2020,336,Broš,14.5x20.5,"„Ako govorimo o stilu i strukturi, ovo je ingeniozna knjiga. Stil se razlikuje od priče do priče, od čistog beleženja događaja do bujnog, ornamentnog, suptilno-poetičnog pisanja. Narativni prosedei su višestruki: beleške iz dnevnika, epizodno-retrospektivna priča u koju je uključen čak i apsurdni teatar, priča sa dvostrukim, međusobno isprepletenim završetkom, ili čitav svet kreiran od intervjua sa različitim osobama. Ovo je jedno neobično čitalačko iskustvo koje profiliše centralnu temu: rat koji uništava ljubav.“",1320.0
MOĆ JE U VAMA,Lujza Hej,UM TELO I DUH,VULKAN IZDAVAŠTVO,2020,240,Broš,14.5x20.5,"U još jednom bestseleru koji će postati vaš omiljeni priručnik za srećan i ispunjen život Lujza Hej vas poziva da otkrijete sopstvenu moć i unutrašnju snagu. Blagostanje nije tako teško dosegnuti – potrebno je samo odbaciti nametnuta mišljenja i poslušati sopstveni glas. Kada prihvatimo da zaslužujemo sva dobra koja nam život može ponuditi i oslobodimo se potisnutih negativnih osećanja, spremni smo da prigrlimo život ispunjen čistom ljubavlju.",599.0
POKROV TAME,Dušan Miklja,DOMAĆI ROMAN,VULKAN IZDAVAŠTVO,2020,240,Broš,14.5x20.5,Može li čovek ostati pravedan i human u neuravnoteženom svetu utemeljenom na zlu samovoljnih pojedinaca? Ima li u takvom svetu mesta za ljubav?,679.0
SA NAMA SE ZAVRŠAVA TikTok Hit,Kolin Huver,EROTSKI ROMAN,LAGUNA,2020,368,Broš,13x20,Autorka bestselera Surova ljubav.,899.0
SREĆKO I PALAČINKE,Ljiljana Habjanović Đurović,ROMANI I PRIČE ZA DECU OD 7 DO 9 GODINA,GLOBOSINO,2020,24,Tvrd,17x24,Priča o dečaku Srećku i njegovom sećanju na roditeljsku ljubav. Priča o radosti detinjstva. Inspirisana istinitom pričom. Druga knjiga iz ciklusa priča o dečaku Srećku.,841.0
OSETSKE PRIČE O NARTIMA,priredila Ana Selić,PRIPOVETKE,DARMA BOOKS,2020,218,Broš,14.5x20.5,"Priče o Nartima zajedničke su za sve narode severnog Kavkaza. Ove tradicionalne legende govore o mitskim junacima natprirodnih moći i njihovim borbama, ljubavima i susretima sa smrću. Poreklo imena Nart se ne zna. Smatra se da je u osetski došlo iz protoiranskog „nar” u značenju junak ili čovek – na čerkeskom „nar” je naziv za diva.",990.0
